Risk,Outcome,Category_Units,Morbidity_Mortality,Sex,All-age,0-6 days,7-27 days,28-364 days,1-4 years,5-9 years,10-14 years,15-19 years,20-24 years,25-29 years,30-34 years,35-39 years,40-44 years,45-49 years,50-54 years,55-59 years,60-64 years,65-69 years,70-74 years,75-79 years,80-84 years,85-89 years,90-94 years,95+ years
Bullying victimization,Anxiety disorders,First exposed to bullying victimization 4 years prior,morbidity,Both,2.05,,,,,,,,,,,,,,,,,,,,,,,
Bullying victimization,Anxiety disorders,First exposed to bullying victimization 5 years prior,morbidity,Both,1.993,,,,,,,,,,,,,,,,,,,,,,,
Bullying victimization,Anxiety disorders,First exposed to bullying victimization 6 years prior,morbidity,Both,1.938,,,,,,,,,,,,,,,,,,,,,,,
Bullying victimization,Anxiety disorders,First exposed to bullying victimization 7 years prior,morbidity,Both,1.884,,,,,,,,,,,,,,,,,,,,,,,
Bullying victimization,Anxiety disorders,First exposed to bullying victimization 8 years prior,morbidity,Both,1.832,,,,,,,,,,,,,,,,,,,,,,,
Bullying victimization,Anxiety disorders,First exposed to bullying victimization 9 years prior,morbidity,Both,1.781,,,,,,,,,,,,,,,,,,,,,,,
Bullying victimization,Anxiety disorders,First exposed to bullying victimization 10 years prior,morbidity,Both,1.732,,,,,,,,,,,,,,,,,,,,,,,
Bullying victimization,Anxiety disorders,First exposed to bullying victimization 11 years prior,morbidity,Both,1.684,,,,,,,,,,,,,,,,,,,,,,,
Bullying victimization,Anxiety disorders,First exposed to bullying victimization 12 years prior,morbidity,Both,1.638,,,,,,,,,,,,,,,,,,,,,,,
Bullying victimization,Anxiety disorders,First exposed to bullying victimization 13 years prior,morbidity,Both,1.592,,,,,,,,,,,,,,,,,,,,,,,
Bullying victimization,Anxiety disorders,First exposed to bullying victimization 14 years prior,morbidity,Both,1.549,,,,,,,,,,,,,,,,,,,,,,,
Bullying victimization,Anxiety disorders,First exposed to bullying victimization 15 years prior,morbidity,Both,1.506,,,,,,,,,,,,,,,,,,,,,,,
Bullying victimization,Anxiety disorders,First exposed to bullying victimization 16 years prior,morbidity,Both,1.464,,,,,,,,,,,,,,,,,,,,,,,
Bullying victimization,Anxiety disorders,First exposed to bullying victimization 17 years prior,morbidity,Both,1.424,,,,,,,,,,,,,,,,,,,,,,,
Bullying victimization,Anxiety disorders,First exposed to bullying victimization 18 years prior,morbidity,Both,1.385,,,,,,,,,,,,,,,,,,,,,,,
Bullying victimization,Anxiety disorders,First exposed to bullying victimization 19 years prior,morbidity,Both,1.347,,,,,,,,,,,,,,,,,,,,,,,
Bullying victimization,Anxiety disorders,First exposed to bullying victimization 20 years prior,morbidity,Both,1.31,,,,,,,,,,,,,,,,,,,,,,,
Bullying victimization,Anxiety disorders,First exposed to bullying victimization 21 years prior,morbidity,Both,1.274,,,,,,,,,,,,,,,,,,,,,,,
Bullying victimization,Anxiety disorders,First exposed to bullying victimization 22 years prior,morbidity,Both,1.239,,,,,,,,,,,,,,,,,,,,,,,
Bullying victimization,Anxiety disorders,First exposed to bullying victimization 23 years prior,morbidity,Both,1.205,,,,,,,,,,,,,,,,,,,,,,,
Bullying victimization,Anxiety disorders,First exposed to bullying victimization 24 years prior,morbidity,Both,1.172,,,,,,,,,,,,,,,,,,,,,,,
Bullying victimization,Anxiety disorders,First exposed to bullying victimization 25 years prior,morbidity,Both,1.14,,,,,,,,,,,,,,,,,,,,,,,
Bullying victimization,Anxiety disorders,First exposed to bullying victimization 26 years prior,morbidity,Both,1.109,,,,,,,,,,,,,,,,,,,,,,,
Bullying victimization,Anxiety disorders,First exposed to bullying victimization 27 years prior,morbidity,Both,1.079,,,,,,,,,,,,,,,,,,,,,,,
Bullying victimization,Anxiety disorders,First exposed to bullying victimization 28 years prior,morbidity,Both,1.049,,,,,,,,,,,,,,,,,,,,,,,
Bullying victimization,Anxiety disorders,First exposed to bullying victimization 29 years prior,morbidity,Both,1.021,,,,,,,,,,,,,,,,,,,,,,,
Bullying victimization,Anxiety disorders,Never exposed to bullying victimization or first exposed over 29 years prior,morbidity,Both,1.0,,,,,,,,,,,,,,,,,,,,,,,
Low physical activity,Colon and rectum cancer,0 METs,Both,Both,1.0,,,,,,,,,,,,,,,,,,,,,,,
Low physical activity,Colon and rectum cancer,1200 METs,Both,Both,0.956,,,,,,,,,,,,,,,,,,,,,,,
Low physical activity,Colon and rectum cancer,1800 METs,Both,Both,0.933,,,,,,,,,,,,,,,,,,,,,,,
Low physical activity,Colon and rectum cancer,2400 METs,Both,Both,0.883,,,,,,,,,,,,,,,,,,,,,,,
Low physical activity,Colon and rectum cancer,3000 METs,Both,Both,0.833,,,,,,,,,,,,,,,,,,,,,,,
Low physical activity,Colon and rectum cancer,3600 METs,Both,Both,0.831,,,,,,,,,,,,,,,,,,,,,,,
Low physical activity,Colon and rectum cancer,4200 METs,Both,Both,0.829,,,,,,,,,,,,,,,,,,,,,,,
Low physical activity,Colon and rectum cancer,600 METs,Both,Both,0.978,,,,,,,,,,,,,,,,,,,,,,,
Low physical activity,Breast cancer,0 METs,Both,Both,1.0,,,,,,,,,,,,,,,,,,,,,,,
Low physical activity,Breast cancer,1200 METs,Both,Both,0.974,,,,,,,,,,,,,,,,,,,,,,,
Low physical activity,Breast cancer,1800 METs,Both,Both,0.96,,,,,,,,,,,,,,,,,,,,,,,
Low physical activity,Breast cancer,2400 METs,Both,Both,0.957,,,,,,,,,,,,,,,,,,,,,,,
Low physical activity,Breast cancer,3000 METs,Both,Both,0.953,,,,,,,,,,,,,,,,,,,,,,,
Low physical activity,Breast cancer,30000 METs,Both,Both,0.818,,,,,,,,,,,,,,,,,,,,,,,
Low physical activity,Breast cancer,30600 METs,Both,Both,0.816,,,,,,,,,,,,,,,,,,,,,,,
Low physical activity,Breast cancer,31200 METs,Both,Both,0.814,,,,,,,,,,,,,,,,,,,,,,,
Low physical activity,Breast cancer,31800 METs,Both,Both,0.812,,,,,,,,,,,,,,,,,,,,,,,
Low physical activity,Breast cancer,32400 METs,Both,Both,0.809,,,,,,,,,,,,,,,,,,,,,,,
Low physical activity,Breast cancer,33000 METs,Both,Both,0.808,,,,,,,,,,,,,,,,,,,,,,,
Low physical activity,Breast cancer,3600 METs,Both,Both,0.949,,,,,,,,,,,,,,,,,,,,,,,
Low physical activity,Breast cancer,4200 METs,Both,Both,0.946,,,,,,,,,,,,,,,,,,,,,,,
Low physical activity,Breast cancer,600 METs,Both,Both,0.987,,,,,,,,,,,,,,,,,,,,,,,
Low physical activity,Ischemic heart disease,0 METs,Both,Both,,,,,,,,,,1.761,1.761,1.761,1.467,1.405,1.294,1.134,1.0,0.9,0.813,0.74,,,,
Low physical activity,Ischemic heart disease,1200 METs,Both,Both,,,,,,,,,,1.442,1.442,1.442,1.201,1.151,1.06,0.929,0.819,0.737,0.666,0.606,,,,
